language,sentence_id,word_id,word,FFDAvg,FFDStd,TRTAvg,TRTStd,language_sentence_id,text_name
en,5,3.0,in,7.575889110744567,2.392741621324419,7.575889110744567,2.392741621324419,ZuCo1-5,ZuCo1
en,5,4.0,1896,7.316607344387534,1.4158041507625905,7.316607344387534,1.4158041507625905,ZuCo1-5,ZuCo1
en,5,5.0,with,8.228144804236479,7.429462131526631,9.15183609688341,9.486765260083423,ZuCo1-5,ZuCo1
en,5,6.0,the,6.2440315999652745,1.2971659644859594,9.555951037416442,5.666564529076984,ZuCo1-5,ZuCo1
en,5,7.0,completion,5.874352519026536,1.9382727898217968,5.874352519026536,1.9382727898217968,ZuCo1-5,ZuCo1
en,5,8.0,of,7.115516656275402,2.3333229652382315,11.35830919666322,9.879184304286742,ZuCo1-5,ZuCo1
en,5,9.0,his,7.78858118470932,3.629382887256775,10.837167578204127,5.220869354739964,ZuCo1-5,ZuCo1
en,5,10.0,own,7.162080041670284,2.734708836836139,9.271638163034986,6.048069391087049,ZuCo1-5,ZuCo1
en,5,11.0,self-propelled,10.133258095320777,4.388126983063882,10.133258095320777,4.388126983063882,ZuCo1-5,ZuCo1
en,5,12.0,vehicle,8.58060595537807,4.076610036834006,16.140289955725326,12.518565779746076,ZuCo1-5,ZuCo1
en,5,13.0,named,6.411146800937582,2.247865896943257,21.6885146280059,16.623484752440298,ZuCo1-5,ZuCo1
en,5,14.0,the,6.26530080736175,1.468399523688387,16.814827676013543,13.073738647960695,ZuCo1-5,ZuCo1
en,5,15.0,"Quadricycle,",6.2288393089677925,2.447852099142464,13.650273461237957,11.52555896210674,ZuCo1-5,ZuCo1
en,5,16.0,which,7.725279972219811,4.714935002485642,27.710738779407933,24.9238677001336,ZuCo1-5,ZuCo1
en,5,17.0,he,9.312874381456725,4.190209021991653,13.080562548832363,11.558870535483903,ZuCo1-5,ZuCo1
en,5,18.0,test-drove,9.106693289348032,4.4503374653033205,11.016581300460109,6.550088497641055,ZuCo1-5,ZuCo1
en,5,19.0,on,6.082993315391961,1.9734026441536807,11.126833926556124,7.711192140711246,ZuCo1-5,ZuCo1
en,5,20.0,June,5.985762653008074,1.4699356091236306,11.272679920131957,5.538568415714195,ZuCo1-5,ZuCo1
en,5,21.0,4,5.611019475070173,1.155147055655095,12.984344705848308,13.76677540175224,ZuCo1-5,ZuCo1
en,5,22.0,of,4.45893740776109,1.0353393849364114,9.586335619411408,8.000703641954685,ZuCo1-5,ZuCo1
en,5,23.0,that,7.3395645841170625,2.7473741354777537,15.091009057499203,11.06240833096938,ZuCo1-5,ZuCo1
en,5,24.0,year.,7.014497786266169,2.232486602091244,9.83592325722719,6.115023615267639,ZuCo1-5,ZuCo1
en,6,0.0,Ford,5.425818213386579,1.600785698567954,10.46965882455074,11.319372975766484,ZuCo1-6,ZuCo1
en,6,1.0,was,6.887171918858697,2.154736080570185,11.54614115808664,5.740354431463968,ZuCo1-6,ZuCo1
en,6,2.0,born,5.949301154614116,2.195263561393065,8.215990971438492,4.434048839412156,ZuCo1-6,ZuCo1
en,6,3.0,on,7.222849205660213,1.8309674724862264,10.096362531469746,5.48859479181986,ZuCo1-6,ZuCo1
en,6,4.0,a,8.641375119368,2.542664898284006,14.9492143415227,7.968874365795541,ZuCo1-6,ZuCo1
en,6,5.0,prosperous,6.960831511573764,2.248190293589758,16.341380643837457,8.421012411926538,ZuCo1-6,ZuCo1
en,6,6.0,farm,9.434412709436582,5.826125459225733,13.840177098706484,14.370507744392144,ZuCo1-6,ZuCo1
en,6,7.0,in,7.255838180397604,2.153321691313005,15.496136817432069,10.588957802177402,ZuCo1-6,ZuCo1
en,6,8.0,Springwells,6.289608472957722,4.425939658264613,6.289608472957722,4.425939658264613,ZuCo1-6,ZuCo1
en,6,9.0,Township,6.178198338976184,1.8220618188029285,19.73647403806272,17.619934420524253,ZuCo1-6,ZuCo1
en,6,10.0,(now,6.056660010996326,2.39176395242402,8.011401452672397,3.0175831805475424,ZuCo1-6,ZuCo1
en,6,11.0,in,6.405069884538588,2.127181162978472,7.085684521225801,3.243787162930889,ZuCo1-6,ZuCo1
en,6,12.0,the,6.762739821165032,2.622176935646512,10.113725149752582,4.909012299443737,ZuCo1-6,ZuCo1
en,6,13.0,city,7.041626877333102,3.082489797212411,11.43219897560552,5.641809923540472,ZuCo1-6,ZuCo1
en,6,14.0,of,7.518013716468443,2.6891560775893804,10.096362531469746,6.351703232804321,ZuCo1-6,ZuCo1
en,6,15.0,"Dearborn,",7.482203316260092,3.183687412474865,16.05825158433892,9.30302835329346,ZuCo1-6,ZuCo1
en,6,16.0,Michigan),7.465925861619932,3.605653320499068,9.670978383540238,7.129738858524915,ZuCo1-6,ZuCo1
en,6,17.0,owned,6.77142113030645,2.6151594255193067,8.768122232832711,4.885366385082025,ZuCo1-6,ZuCo1
en,6,18.0,by,6.364188810581727,2.8321417743075616,22.097877814519883,17.495573659874992,ZuCo1-6,ZuCo1
en,6,19.0,his,8.331452383019359,2.5422291498191885,26.009202187689905,15.108006693906244,ZuCo1-6,ZuCo1
en,6,20.0,"parents,",9.738258529386233,3.235969869993562,19.90190120670197,8.818790146414212,ZuCo1-6,ZuCo1
en,6,21.0,William,7.723760743120062,2.5281481665198577,18.46167202014064,15.51826535393488,ZuCo1-6,ZuCo1
en,6,22.0,Ford,5.77307057904332,1.7975761125834409,7.802760656306972,5.987936992133025,ZuCo1-6,ZuCo1
en,6,23.0,(1826-1905),5.037088481831949,1.3938691261610836,20.93160092986467,18.09773937838184,ZuCo1-6,ZuCo1
en,6,24.0,and,8.91281071852302,5.458156948610866,31.255606678820502,25.265725432539163,ZuCo1-6,ZuCo1
en,6,25.0,Mary,11.30306450212692,4.319849872562204,17.926903377029255,8.824511242847466,ZuCo1-6,ZuCo1
en,6,26.0,Litogot,9.58329716121191,5.709718500785319,14.377984200017362,8.83244486829586,ZuCo1-6,ZuCo1
en,6,27.0,"(c1839-1876),",7.99452112934186,2.558647224270797,10.405031300942404,5.51375755733334,ZuCo1-6,ZuCo1
en,6,28.0,immigrants,6.828934803368348,2.588211517489263,10.60421911624273,8.022318817772698,ZuCo1-6,ZuCo1
en,6,29.0,from,6.736695893740777,1.172298219966178,9.83592325722719,5.314949107229375,ZuCo1-6,ZuCo1
en,6,30.0,County,7.920247706687502,3.3319387741776287,15.617675145411928,8.116449296358189,ZuCo1-6,ZuCo1
en,6,31.0,"Cork,",10.178834968313222,5.716917267750791,13.399600659779496,6.824878418135805,ZuCo1-6,ZuCo1
en,6,32.0,Ireland.,8.051914228665682,4.25619718235987,10.095277367827068,7.95160588120656,ZuCo1-6,ZuCo1
en,11,0.0,Henry,8.173452556645541,8.70209335932849,12.776716728882716,10.317459255768972,ZuCo1-11,ZuCo1
en,11,1.0,Ford,6.3078392221547,2.975662707244999,17.045750499175277,8.87323440419735,ZuCo1-11,ZuCo1
en,11,2.0,advocated,6.522556934919119,1.932230083672064,16.211862526646797,10.939917070074657,ZuCo1-11,ZuCo1
en,11,3.0,long-time,9.074861822496166,3.6178498728852655,12.984344705848308,4.461604535123264,ZuCo1-11,ZuCo1
en,11,4.0,associate,6.649882802326591,2.4266756674647465,21.659866307839224,16.586971127581513,ZuCo1-11,ZuCo1
en,11,5.0,Harry,0.0,0.0,0.0,0.0,ZuCo1-11,ZuCo1
en,11,6.0,Bennett,8.577133431721503,3.803364661296603,10.851636426773158,4.8115028481547135,ZuCo1-11,ZuCo1
en,11,7.0,to,13.642677315739212,7.633164995070111,17.562288393089677,11.745281908292291,ZuCo1-11,ZuCo1
en,11,8.0,take,6.453685215730532,2.604470551515546,13.557600486153312,10.335937845940933,ZuCo1-11,ZuCo1
en,11,9.0,the,6.029651493667467,1.461551385280344,10.438791947603477,8.823139448128186,ZuCo1-11,ZuCo1
en,11,10.0,spot.,9.60152791040889,3.1798013078794307,12.06267905200104,6.660394631369078,ZuCo1-11,ZuCo1
en,12,0.0,Edsel's,6.157941950979541,1.3844170544189882,18.22399706764669,11.857130828218724,ZuCo1-12,ZuCo1
en,12,1.0,widow,6.509896692421217,3.1863376043844585,9.578739473912666,8.364598471307804,ZuCo1-12,ZuCo1
en,12,2.0,"Eleanor,",8.308802058259475,2.786395843352546,22.60060453480021,11.034832008063193,ZuCo1-12,ZuCo1
en,12,3.0,who,8.220410547001398,2.939631399825472,17.02089038663394,12.930286001205898,ZuCo1-12,ZuCo1
en,12,4.0,had,5.347686431113812,1.7862413264500996,7.389530341175448,4.29565352513914,ZuCo1-12,ZuCo1
en,12,5.0,inherited,7.650837746332147,3.083026245804253,17.805365049049396,8.516889810439576,ZuCo1-12,ZuCo1
en,12,6.0,Edsel's,7.562384852080138,4.449771057636802,11.606910322076567,7.463049623933529,ZuCo1-12,ZuCo1
en,12,7.0,voting,5.335532598315826,0.583510562994042,8.349683132216338,2.63229404346194,ZuCo1-12,ZuCo1
en,12,8.0,"stock,",7.421434152270162,3.414438733447568,10.816911190207485,3.9066855714379742,ZuCo1-12,ZuCo1
en,12,9.0,wanted,7.122146019619759,2.473569570710595,11.843910061637295,4.669828978651183,ZuCo1-12,ZuCo1
en,12,10.0,her,9.03434904650288,5.783828425081501,16.620366351245767,11.976475272928148,ZuCo1-12,ZuCo1
en,12,11.0,son,6.806146366872124,0.7164578770540947,6.806146366872124,0.7164578770540947,ZuCo1-12,ZuCo1
en,12,12.0,Henry,7.359820972113706,2.133085181853212,14.726394073559629,13.949600972674611,ZuCo1-12,ZuCo1
en,12,13.0,Ford,5.695728006692501,1.7229083446358204,12.159357267439566,12.865951605938085,ZuCo1-12,ZuCo1
en,12,14.0,II,5.809532077437277,1.1874114262962736,6.635992707700321,1.317724358701334,ZuCo1-12,ZuCo1
en,12,15.0,to,6.094279017275806,1.582611625077721,6.094279017275806,1.582611625077721,ZuCo1-12,ZuCo1
en,12,16.0,take,6.353753701613759,3.536654547229076,9.655544945066604,5.912393429807818,ZuCo1-12,ZuCo1
en,12,17.0,over,4.9830714471742334,1.7289105595584968,8.370952339612813,3.1531023916147127,ZuCo1-12,ZuCo1
en,12,18.0,the,5.71230141505339,0.945346334774966,5.71230141505339,0.945346334774966,ZuCo1-12,ZuCo1
en,12,19.0,position.,6.887171918858697,2.122807609580734,7.53537633475128,2.259436416921073,ZuCo1-12,ZuCo1
en,13,0.0,In,6.137685562982898,0.6950037273268206,6.137685562982898,0.6950037273268206,ZuCo1-13,ZuCo1
en,13,1.0,"1879,",5.5852386176199005,1.8435114006484363,8.253557363723177,5.041776832887132,ZuCo1-13,ZuCo1
en,13,2.0,he,4.907109992186822,0.945834507456495,4.907109992186822,0.945834507456495,ZuCo1-13,ZuCo1
en,13,3.0,left,6.661819602396041,4.135995845261009,9.707873947391269,4.614428178217122,ZuCo1-13,ZuCo1
en,13,4.0,home,6.846659142865411,1.8176651899091,9.084990016494489,4.909569304148932,ZuCo1-13,ZuCo1
en,13,5.0,for,8.0367219376682,2.195202814130081,8.0367219376682,2.195202814130081,ZuCo1-13,ZuCo1
en,13,6.0,the,6.28353155655873,1.463290960599705,8.307144717423387,4.424066554643001,ZuCo1-13,ZuCo1
en,13,7.0,nearby,6.3929160517406025,1.1193556107252052,10.142373469919264,3.981753624609386,ZuCo1-13,ZuCo1
en,13,8.0,city,6.7540585120236125,1.7056655388024946,7.483288479902769,1.5080177810716924,ZuCo1-13,ZuCo1
en,13,9.0,of,5.505686257487628,0.977609465164208,7.681222328327112,3.4759749321995983,ZuCo1-13,ZuCo1
en,13,10.0,Detroit,6.650847392231193,1.9801590616997904,16.360409371955512,10.738092593280822,ZuCo1-13,ZuCo1
en,13,11.0,to,6.671103780227836,2.0341286911348173,11.552893287418854,7.083873491464384,ZuCo1-13,ZuCo1
en,13,12.0,work,7.087203750325549,2.777762882657603,7.710087681222328,2.7660580718253605,ZuCo1-13,ZuCo1
en,13,13.0,as,10.004123621842174,6.667376119376486,14.090849900164946,9.743253064365108,ZuCo1-13,ZuCo1
en,13,14.0,an,4.739994791214516,0.0,4.739994791214516,0.0,ZuCo1-13,ZuCo1
en,13,15.0,apprentice,8.284862690627081,2.299880712984498,8.284862690627081,2.299880712984498,ZuCo1-13,ZuCo1
en,13,16.0,"machinist,",6.356454553346644,2.141666433693467,11.637294904071537,7.438219040731134,ZuCo1-13,ZuCo1
en,13,17.0,first,7.636658274734497,4.35267312026798,7.636658274734497,4.35267312026798,ZuCo1-13,ZuCo1
en,13,18.0,with,6.428027124268117,1.6984893762620306,12.444174359271155,8.616254112362148,ZuCo1-13,ZuCo1
en,13,19.0,James,6.988453858841913,3.5064035812992795,7.926035246115114,3.510764064570904,ZuCo1-13,ZuCo1
en,13,20.0,F.,6.431403188934224,2.642003032516824,13.612292733744248,12.580244401896593,ZuCo1-13,ZuCo1
en,13,21.0,Flower,5.823711549034927,1.736517184682994,5.823711549034927,1.736517184682994,ZuCo1-13,ZuCo1
en,13,22.0,&,5.14512255114738,2.249074886984624,11.70144013272757,15.506116163972049,ZuCo1-13,ZuCo1
en,13,23.0,"Bros.,",6.6542234568973,4.134938620220703,6.6542234568973,4.134938620220703,ZuCo1-13,ZuCo1
en,13,24.0,and,12.761524437885232,9.281582195972392,12.761524437885232,9.281582195972392,ZuCo1-13,ZuCo1
en,13,25.0,later,6.069320253494227,2.276194310299035,9.525566455421478,4.068974139993999,ZuCo1-13,ZuCo1
en,13,26.0,with,9.66229707439882,0.0,9.66229707439882,0.0,ZuCo1-13,ZuCo1
en,13,27.0,the,5.165378939144023,2.2344549731044645,5.165378939144023,2.2344549731044645,ZuCo1-13,ZuCo1
en,13,28.0,Detroit,6.7895729585112345,1.7926575651269443,23.970672959300444,18.563867890483472,ZuCo1-13,ZuCo1
en,13,29.0,Dry,8.352997813888518,3.9210347615026473,15.037605852780782,7.022105726912564,ZuCo1-13,ZuCo1
en,13,30.0,Dock,7.109992186821772,2.048200309479452,8.132939780652256,3.166398073758025,ZuCo1-13,ZuCo1
en,13,31.0,Co.,6.488796288258047,3.09561750579806,16.785793519885022,11.09964117096779,ZuCo1-13,ZuCo1
en,15,0.0,He,7.304453511589548,2.010348285746295,13.138293254622797,8.851406491671401,ZuCo1-15,ZuCo1
en,15,1.0,is,7.717683826721069,2.9067740325274696,19.14228665682785,15.898048389240554,ZuCo1-15,ZuCo1
en,15,2.0,of,7.985068148276761,3.3882828171034225,13.745984894522094,9.705522304844822,ZuCo1-15,ZuCo1
en,15,3.0,three,9.525566455421478,2.600737999549944,14.81248372254536,5.678232659007229,ZuCo1-15,ZuCo1
en,15,4.0,quarters,8.933067106519664,3.012554648600298,22.326590849900164,18.88964821694812,ZuCo1-15,ZuCo1
en,15,5.0,Irish,5.945249877014787,2.194908399731619,12.599473333912089,9.912020069633952,ZuCo1-15,ZuCo1
en,15,6.0,and,7.991145064675753,2.879009292269214,7.991145064675753,2.879009292269214,ZuCo1-15,ZuCo1
en,15,7.0,one,5.393263304106259,1.248728692735842,5.393263304106259,1.248728692735842,ZuCo1-15,ZuCo1
en,15,8.0,quarter,5.4768209045924126,1.1463314527562385,8.697586596058686,3.2795146234793724,ZuCo1-15,ZuCo1
en,15,9.0,French,5.226148103133952,1.9515639589447384,7.353068842781491,3.3494781302767493,ZuCo1-15,ZuCo1
en,15,10.0,descent.,8.021529646670718,4.485171293876194,9.593931764910147,5.403179614138743,ZuCo1-15,ZuCo1
en,17,0.0,When,6.760569493879677,1.4648664166475205,13.072966403333623,9.279503787136864,ZuCo1-17,ZuCo1
en,17,1.0,Baldwin,6.666377289695286,1.613164104871574,15.009983505512633,10.79819387396479,ZuCo1-17,ZuCo1
en,17,2.0,was,5.752814191046677,2.650492445040076,7.717683826721069,3.00914762816146,ZuCo1-17,ZuCo1
en,17,3.0,"young,",10.85337268860144,5.897051697147895,15.982290129351506,6.596464059937567,ZuCo1-17,ZuCo1
en,17,4.0,he,6.699800329889747,4.920935591086357,14.166811355152356,10.638518868061649,ZuCo1-17,ZuCo1
en,17,5.0,had,0.0,0.0,0.0,0.0,ZuCo1-17,ZuCo1
en,17,6.0,a,5.566455421477558,1.7447206916937803,5.566455421477558,1.7447206916937803,ZuCo1-17,ZuCo1
en,17,7.0,job,6.644095262898978,1.1014149034008422,18.77091954355605,16.18142159463231,ZuCo1-17,ZuCo1
en,17,8.0,as,9.702809850392104,4.345030638401386,12.80203721387852,3.737344756674216,ZuCo1-17,ZuCo1
en,17,9.0,a,7.266255751367306,1.83446969962482,8.525045576872992,3.59544569500331,ZuCo1-17,ZuCo1
en,17,10.0,busboy,8.434759961802241,3.523889658154425,17.519749978296726,12.008093758209146,ZuCo1-17,ZuCo1
en,17,11.0,at,8.370952339612813,3.7544679835692967,15.38219463495095,8.931941270571558,ZuCo1-17,ZuCo1
en,17,12.0,famous,6.699800329889747,2.196884425214194,6.699800329889747,2.196884425214194,ZuCo1-17,ZuCo1
en,17,13.0,New,7.690675309392212,3.499785675319368,15.691948568066287,13.144546386993074,ZuCo1-17,ZuCo1
en,17,14.0,York,5.962130200345324,1.713282135434634,34.86799587155521,27.33301777275605,ZuCo1-17,ZuCo1
en,17,15.0,City,6.411146800937582,1.3611026650615088,8.948259397517145,6.335628590733131,ZuCo1-17,ZuCo1
en,17,16.0,disco,6.365569927945134,1.0898587552009225,9.244509071968052,4.805699599434036,ZuCo1-17,ZuCo1
en,17,17.0,Studio,6.286232408291615,1.464811394339211,11.70144013272757,6.622034447779843,ZuCo1-17,ZuCo1
en,17,18.0,54.,6.718368685553337,2.4613595318232218,9.054605434499525,6.323716990712318,ZuCo1-17,ZuCo1
en,19,0.0,"Baldwin,",10.610296032641722,5.840893563762879,12.579216945915444,5.922266039794404,ZuCo1-19,ZuCo1
en,19,1.0,a,6.299736666956044,1.121626036974852,7.484735364759673,3.1486207879356747,ZuCo1-19,ZuCo1
en,19,2.0,liberal,8.176214791372356,3.9612325952623273,12.518447781925516,6.333942880892553,ZuCo1-19,ZuCo1
en,19,3.0,"Democrat,",6.848684781665075,2.2607526579221044,8.185606389443528,3.2140766854123566,ZuCo1-19,ZuCo1
en,19,4.0,has,7.632606997135167,3.2504024048968514,18.3219029429638,11.054022474827418,ZuCo1-19,ZuCo1
en,19,5.0,always,6.259223890962757,2.407359009571873,9.393176491014843,6.482758518960554,ZuCo1-19,ZuCo1
en,19,6.0,had,8.933067106519664,5.719731108726857,8.933067106519664,5.719731108726857,ZuCo1-19,ZuCo1
en,19,7.0,an,5.0091153745984895,1.9893146179855976,9.870648493792864,6.568024760749778,ZuCo1-19,ZuCo1
en,19,8.0,active,10.002604392742423,6.3444999181718815,15.101137251497526,10.05301700130332,ZuCo1-19,ZuCo1
en,19,9.0,interest,7.687299244726105,3.82435562704418,18.10921086899905,18.563164391944785,ZuCo1-19,ZuCo1
en,19,10.0,in,7.856584772983766,6.451433568194709,24.55074225193159,16.22271123623915,ZuCo1-19,ZuCo1
en,19,11.0,politics,7.19776986814056,1.9255558775368669,18.40630455961648,10.048087292887669,ZuCo1-19,ZuCo1
en,19,12.0,and,5.924993489018144,1.7294139635781594,7.53537633475128,4.2934177729778105,ZuCo1-19,ZuCo1
en,19,13.0,is,6.650847392231193,1.8644131808538524,13.315199043126814,11.190540669681978,ZuCo1-19,ZuCo1
en,19,14.0,frequently,6.069320253494227,2.678463500617258,7.049223022831843,4.455905498277025,ZuCo1-19,ZuCo1
en,19,15.0,rumored,7.220481575894372,1.5797220161158596,21.28025633538265,18.93966940312411,ZuCo1-19,ZuCo1
en,19,16.0,to,7.52985186529765,2.431443212925146,33.48380935845125,22.51037814705796,ZuCo1-19,ZuCo1
en,19,17.0,be,6.962409931417658,4.41345610035425,20.218768990363746,14.808100496883847,ZuCo1-19,ZuCo1
en,19,18.0,a,5.985762653008074,1.8975165374072744,5.985762653008074,1.8975165374072744,ZuCo1-19,ZuCo1
en,19,19.0,candidate,7.604826807882628,2.3141348122677647,18.578001562635645,13.509843690799668,ZuCo1-19,ZuCo1
en,19,20.0,for,6.160473999479121,1.6511641168679057,12.161428943484678,7.401833672019694,ZuCo1-19,ZuCo1
en,19,21.0,public,6.144437692315113,2.363061987086149,9.54075874641896,5.9004792922679306,ZuCo1-19,ZuCo1
en,19,22.0,office.,7.459414879763869,3.3868734382773886,21.41353416095147,16.5235923372924,ZuCo1-19,ZuCo1
en,21,0.0,He,8.082298810660648,4.677252186275093,27.7888705616807,23.149614398810137,ZuCo1-21,ZuCo1
en,21,1.0,played,6.893924048190912,3.8698449571447258,15.415111265445494,15.81899078321188,ZuCo1-21,ZuCo1
en,21,2.0,William,6.995205988174128,1.8363060940057336,17.420493677113175,16.034338619796493,ZuCo1-21,ZuCo1
en,21,3.0,Barrett,5.719053544385605,2.74580550912552,10.128193998321612,11.410088204401564,ZuCo1-21,ZuCo1
en,21,4.0,Travis,4.739994791214516,1.0253014456568144,5.560378505078566,2.28161034315794,ZuCo1-21,ZuCo1
en,21,5.0,in,5.661660445061783,2.39569792538716,6.6542234568973,2.5892941394691875,ZuCo1-21,ZuCo1
en,21,6.0,a,5.935121683016466,1.827458533527812,5.935121683016466,1.827458533527812,ZuCo1-21,ZuCo1
en,21,7.0,movie,6.701970657175102,2.4578890230920987,6.701970657175102,2.4578890230920987,ZuCo1-21,ZuCo1
en,21,8.0,about,6.191702597640613,1.4272490563359832,13.612292733744248,7.207361192517678,ZuCo1-21,ZuCo1
en,21,9.0,the,8.02912579216946,2.736143237527093,8.500086813091414,3.329325914731843,ZuCo1-21,ZuCo1
en,21,10.0,Alamo,6.238967502966114,1.3871707017894446,8.345631854617011,1.874082658656777,ZuCo1-21,ZuCo1
en,21,11.0,called,7.254318951297856,2.3809766367365257,11.439795121104265,6.349370275964178,ZuCo1-21,ZuCo1
en,21,12.0,Thirteen,6.757531035680181,1.485678674966192,10.585988367045749,5.953734596440795,ZuCo1-21,ZuCo1
en,21,13.0,Days,5.940185780015626,1.860809808169992,6.456723673930028,2.229195547575831,ZuCo1-21,ZuCo1
en,21,14.0,of,4.618456463234656,1.4971923771730955,4.618456463234656,1.4971923771730955,ZuCo1-21,ZuCo1
en,21,15.0,Glory.,7.960760482680788,2.186845724596337,12.59657956419828,8.234368543435583,ZuCo1-21,ZuCo1
en,22,0.0,In,6.247070058164771,2.6262545699405657,9.09106693289348,3.802955451618719,ZuCo1-22,ZuCo1
